strong,12000,1,1,0.000432
strong,12000,2,1,0.000265
strong,12000,3,1,0.000167
strong,12000,4,1,0.000149
strong,12000,5,1,0.000125
strong,12000,6,1,0.000116
strong,12000,7,1,0.000101
strong,12000,8,1,0.000094
strong,12000,9,1,0.000088
strong,12000,10,1,0.000082
strong,12000,11,1,0.000076
strong,12000,12,1,0.000087
weak,1200,1,1,0.000061
weak,2400,2,1,0.000070
weak,3600,3,1,0.000066
weak,4800,4,1,0.000065
weak,6000,5,1,0.000084
weak,7200,6,1,0.000090
weak,8400,7,1,0.000092
weak,9600,8,1,0.000071
weak,10800,9,1,0.000105
weak,12000,10,1,0.000078
weak,13200,11,1,0.000076
weak,14400,12,1,0.000132
strong,18238420,1,1,0.626394
strong,18238420,2,1,0.315182
strong,18238420,3,1,0.218488
strong,18238420,4,1,0.164434
strong,18238420,5,1,0.132947
strong,18238420,6,1,0.110004
strong,18238420,7,1,0.096617
strong,18238420,8,1,0.083299
strong,18238420,9,1,0.074466
strong,18238420,10,1,0.064555
strong,18238420,11,1,0.059648
strong,18238420,12,1,0.054470
weak,1823842,1,1,0.062674
weak,3647684,2,1,0.062751
weak,5471526,3,1,0.062726
weak,7295368,4,1,0.062817
weak,9119210,5,1,0.062969
weak,10943052,6,1,0.065007
weak,12766894,7,1,0.062971
weak,14590736,8,1,0.062966
weak,16414578,9,1,0.062926
weak,18238420,10,1,0.064898
weak,20062262,11,1,0.064853
weak,21886104,12,1,0.062926
strong,27720000000,1,1,953.420474
strong,27720000000,2,1,476.802112
strong,27720000000,3,1,318.016653
strong,27720000000,4,1,247.952532
strong,27720000000,5,1,191.943223
strong,27720000000,6,1,159.787507
strong,27720000000,7,1,137.666051
strong,27720000000,8,1,123.114102
strong,27720000000,9,1,107.310566
strong,27720000000,10,1,97.715087
strong,27720000000,11,1,87.085232
strong,27720000000,12,1,80.456162
weak,2772000000,1,1,95.300898
weak,5544000000,2,1,95.448808
weak,8316000000,3,1,98.658552
weak,11088000000,4,1,95.519128
weak,13860000000,5,1,95.927712
weak,16632000000,6,1,95.881280
weak,19404000000,7,1,95.694230
weak,22176000000,8,1,98.434656
weak,24948000000,9,1,95.789381
weak,27720000000,10,1,95.425365
weak,30492000000,11,1,96.460568
weak,33264000000,12,1,96.454901
strong,12000,1,1,0.000421
strong,12000,2,1,0.000220
strong,12000,3,1,0.000164
strong,12000,4,1,0.000126
strong,12000,5,1,0.000114
strong,12000,6,1,0.000102
strong,12000,7,1,0.000085
strong,12000,8,1,0.000076
strong,12000,9,1,0.000076
strong,12000,10,1,0.000082
strong,12000,11,1,0.000131
strong,12000,12,1,0.000118
weak,1200,1,1,0.000054
weak,2400,2,1,0.000070
weak,3600,3,1,0.000066
weak,4800,4,1,0.000244
weak,6000,5,1,0.000071
weak,7200,6,1,0.000077
weak,8400,7,1,0.000075
weak,9600,8,1,0.000069
weak,10800,9,1,0.000127
weak,12000,10,1,0.000069
weak,13200,11,1,0.000069
weak,14400,12,1,0.000093
strong,18238420,1,1,0.626103
strong,18238420,2,1,0.313219
strong,18238420,3,1,0.209030
strong,18238420,4,1,0.156617
strong,18238420,5,1,0.125400
strong,18238420,6,1,0.104582
strong,18238420,7,1,0.089629
strong,18238420,8,1,0.078477
strong,18238420,9,1,0.069654
strong,18238420,10,1,0.062739
strong,18238420,11,1,0.057050
strong,18238420,12,1,0.052328
weak,1823842,1,1,0.062632
weak,3647684,2,1,0.062659
weak,5471526,3,1,0.062668
weak,7295368,4,1,0.062672
weak,9119210,5,1,0.062786
weak,10943052,6,1,0.062780
weak,12766894,7,1,0.064847
weak,14590736,8,1,0.062806
weak,16414578,9,1,0.062764
weak,18238420,10,1,0.062756
weak,20062262,11,1,0.062793
weak,21886104,12,1,0.062743
strong,12000,1,1,0.000426
strong,12000,2,1,0.000230
strong,12000,3,1,0.000156
strong,12000,4,1,0.000130
strong,12000,5,1,0.000148
strong,12000,6,1,0.000103
strong,12000,7,1,0.000089
strong,12000,8,1,0.000082
strong,12000,9,1,0.000076
strong,12000,10,1,0.000082
strong,12000,11,1,0.000078
strong,12000,12,1,0.000078
weak,1200,1,1,0.000054
weak,2400,2,1,0.000057
weak,3600,3,1,0.000057
weak,4800,4,1,0.000059
weak,6000,5,1,0.000076
weak,7200,6,1,0.000068
weak,8400,7,1,0.000073
weak,9600,8,1,0.000070
weak,10800,9,1,0.000072
weak,12000,10,1,0.000075
weak,13200,11,1,0.000085
weak,14400,12,1,0.000080
strong,18238420,1,1,0.626752
strong,18238420,2,1,0.313547
strong,18238420,3,1,0.208761
strong,18238420,4,1,0.161795
strong,18238420,5,1,0.125549
strong,18238420,6,1,0.104672
strong,18238420,7,1,0.092720
strong,18238420,8,1,0.081125
strong,18238420,9,1,0.069808
strong,18238420,10,1,0.062865
strong,18238420,11,1,0.057144
strong,18238420,12,1,0.052459
weak,1823842,1,1,0.062620
weak,3647684,2,1,0.062639
weak,5471526,3,1,0.062687
weak,7295368,4,1,0.062755
weak,9119210,5,1,0.062856
weak,10943052,6,1,0.062853
weak,12766894,7,1,0.064913
weak,14590736,8,1,0.064953
weak,16414578,9,1,0.062860
weak,18238420,10,1,0.062914
weak,20062262,11,1,0.062792
weak,21886104,12,1,0.062804
strong,27720000000,1,1,952.856496
strong,27720000000,2,1,476.370441
strong,27720000000,3,1,317.595685
strong,27720000000,4,1,238.182519
strong,27720000000,5,1,196.912193
strong,27720000000,6,1,158.809043
strong,27720000000,7,1,140.717143
strong,27720000000,8,1,119.099800
strong,27720000000,9,1,105.902224
strong,27720000000,10,1,108.647139
strong,27720000000,11,1,86.726842
strong,27720000000,12,1,82.112732
weak,2772000000,1,1,95.343885
weak,5544000000,2,1,95.353002
weak,8316000000,3,1,95.274745
weak,11088000000,4,1,95.300305
weak,13860000000,5,1,95.286184
weak,16632000000,6,1,95.300265
weak,19404000000,7,1,98.491062
weak,22176000000,8,1,95.369543
weak,24948000000,9,1,99.116559
weak,27720000000,10,1,110.521851
weak,30492000000,11,1,98.597839
weak,33264000000,12,1,99.673317
